# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Aug  5 10:28:29 2025
#
# User preference: *
#
# CONSTRAINT:  where (disc_facility like '%TESS%'
# CONSTRAINT:  and st_teffstr < 4200
# CONSTRAINT:  and st_radstr in [0.1, 0.65])
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN tic_id:         TIC ID
# COLUMN gaia_id:        GAIA ID
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN soltype:        Solution Type
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_refname:     Planetary Parameter Reference
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth Flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth Flux]
# COLUMN pl_insollim:    Insolation Flux Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN st_refname:     Stellar Parameter Reference
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_meterr1:     Stellar Metallicity Upper Unc. [dex]
# COLUMN st_meterr2:     Stellar Metallicity Lower Unc. [dex]
# COLUMN st_metlim:      Stellar Metallicity Limit Flag
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
# COLUMN sy_refname:     System Parameter Reference
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_vmagerr1:    V (Johnson) Magnitude Upper Unc
# COLUMN sy_vmagerr2:    V (Johnson) Magnitude Lower Unc
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_kmagerr1:    Ks (2MASS) Magnitude Upper Unc
# COLUMN sy_kmagerr2:    Ks (2MASS) Magnitude Lower Unc
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN sy_gaiamagerr1: Gaia Magnitude Upper Unc
# COLUMN sy_gaiamagerr2: Gaia Magnitude Lower Unc
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_pubdate:     Planetary Parameter Reference Publication Date
# COLUMN releasedate:    Release Date
#
pl_name,hostname,tic_id,gaia_id,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
TOI-1695 b,TOI-1695,TIC 422756130,Gaia DR2 534988616816537728,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=CHERUBIM_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221106445C/abstract target=ref>Cherubim et al. 2022</a>,3.13427910000,0.00000710000,-0.00000630000,0,0.0335480000,0.0002600000,-0.0002680000,0,1.90000000,0.16000000,-0.14000000,0,0.16950694,0.01427427,-0.01248998,0,6.36000000,1.00000000,-1.00000000,0,0.02001080,0.00314635,-0.00314635,0,Mass,0.097000,,,1,39.0000,3.0000,-3.0000,0,698.00,14.00,-14.00,0,0,<a refstr=CHERUBIM_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221106445C/abstract target=ref>Cherubim et al. 2022</a>,M1 V,3690.00,50.00,-50.00,0,0.515000,0.015000,-0.015000,0,0.513000,0.012000,-0.012000,0,0.0000,0.5000,-0.5000,0,[Fe/H],4.725000,0.027000,-0.026000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h27m41.22s,21.9217346,+72d17m47.81s,72.2966148,45.13090000,0.06805000,-0.06805000,12.9890000,0.0810000,-0.0810000,8.8180000,0.0210000,-0.0210000,12.1364000,0.0004600,-0.0004600,2023-02-25,2022-11,2023-02-25
TOI-2081 b,TOI-2081,TIC 321669174,Gaia DR2 1416730563570869376,0,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,10.50543617136,0.00002147614,-0.00002147614,0,,,,,1.94792902,0.34432120,-0.34432120,0,0.17378289,0.03071833,-0.03071833,0,,,,,,,,,,,,,,8.2567,,,0,432.34,,,0,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,3742.00,157.00,-157.00,0,0.515547,0.015307,-0.015307,0,,,,,,,,,,4.723820,0.008624,-0.008624,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h37m12.54s,264.3022634,+53d01m32.04s,53.0255666,62.34460000,0.08335000,-0.08335000,13.3690000,0.0350000,-0.0350000,9.5230000,0.0210000,-0.0210000,12.6594000,0.0002750,-0.0002750,2023-06-27,2017-07,2023-06-27
GJ 3090 b,GJ 3090,TIC 262530407,Gaia DR2 4933912198893332224,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=ALMENARA_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220714121A/abstract target=ref>Almenara et al. 2022</a>,2.85310540000,0.00000230000,-0.00000230000,0,0.0316500000,0.0002700000,-0.0002700000,0,2.13000000,0.11000000,-0.11000000,0,0.19002620,0.00981356,-0.00981356,0,3.34000000,0.72000000,-0.72000000,0,0.01050882,0.00226537,-0.00226537,0,Mass,0.320000,,,1,,,,,693.00,18.00,-18.00,0,0,<a refstr=ALMENARA_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220714121A/abstract target=ref>Almenara et al. 2022</a>,M2 V,3556.00,70.00,-70.00,0,0.516000,0.016000,-0.016000,0,0.519000,0.013000,-0.013000,0,-0.0600,0.1200,-0.1200,0,[Fe/H],4.727000,0.029000,-0.029000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h21m45.22s,20.4384281,-46d42m53.00s,-46.7147234,22.47510000,0.02605000,-0.02605000,11.4030000,0.0260000,-0.0260000,7.2940000,0.0260000,-0.0260000,10.5521000,0.0009380,-0.0009380,2023-11-28,2022-07,2023-11-28
TOI-1695 b,TOI-1695,TIC 422756130,Gaia DR2 534988616816537728,0,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,3.13429456192,0.00000587073,-0.00000587073,0,,,,,1.79929661,1.32562980,-1.32562980,0,0.16052277,0.11826497,-0.11826497,0,,,,,,,,,,,,,,34.5537,,,0,618.36,,,0,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,3575.00,157.00,-157.00,0,0.516105,0.015325,-0.015325,0,,,,,,,,,,4.723340,0.008644,-0.008644,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h27m41.22s,21.9217346,+72d17m47.81s,72.2966148,45.13090000,0.06805000,-0.06805000,12.9890000,0.0810000,-0.0810000,8.8180000,0.0210000,-0.0210000,12.1364000,0.0004600,-0.0004600,2023-05-26,2017-07,2023-05-26
GJ 3090 b,GJ 3090,TIC 262530407,Gaia DR2 4933912198893332224,0,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,2.85310160000,0.00000170000,-0.00000170000,0,,,,,2.02068000,0.11430100,-0.11430100,0,0.18027331,0.01019727,-0.01019727,0,,,,,,,,,,,,,,23.0419,,,0,610.00,,,0,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,3703.00,66.00,-66.00,0,0.520000,0.020000,-0.020000,0,,,,,,,,,,4.762290,0.061557,-0.061557,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h21m45.22s,20.4384281,-46d42m53.00s,-46.7147234,22.47510000,0.02605000,-0.02605000,11.4030000,0.0260000,-0.0260000,7.2940000,0.0260000,-0.0260000,10.5521000,0.0009380,-0.0009380,2024-10-14,2017-07,2024-10-14
TOI-5293 A b,TOI-5293 A,TIC 250111245,Gaia DR2 2640121486388076032,1,2,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=CA_NTILDE_AS_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...30C/abstract target=ref>Ca&ntilde;as et al. 2023</a>,2.93028900000,0.00000400000,-0.00000400000,0,0.0340000000,0.0040000000,-0.0030000000,0,11.90000000,0.40000000,-0.40000000,0,1.06000000,0.04000000,-0.04000000,0,170.40000000,21.80000000,-21.90000000,0,0.54000000,0.07000000,-0.07000000,0,Mass,0.380000,,,1,34.6000,8.6000,-6.2000,0,675.00,42.00,-30.00,0,0,<a refstr=CA_NTILDE_AS_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...30C/abstract target=ref>Ca&ntilde;as et al. 2023</a>,M3+/-1,3586.00,88.00,-88.00,0,0.520000,0.020000,-0.010000,0,0.540000,0.020000,-0.020000,0,-0.0300,0.1200,-0.1200,0,[Fe/H],4.770000,0.050000,-0.050000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h43m18.88s,355.8286820,-02d02m42.34s,-2.0450945,162.22900000,1.31600000,-1.29500000,16.1900000,1.1330000,-1.1330000,11.6390000,0.0350000,-0.0350000,14.9816000,0.0005550,-0.0005550,2023-07-21,2023-07,2023-07-21
TOI-277 b,TOI-277,TIC 439456714,Gaia DR2 2353440974955205632,0,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,3.99344182705,0.00000830646,-0.00000830646,0,,,,,4.25566447,0.24329622,-0.24329622,0,0.37966561,0.02170547,-0.02170547,0,,,,,,,,,,,,,,28.2360,,,0,587.92,,,0,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,3748.00,64.00,-64.00,0,0.523113,0.015618,-0.015618,0,,,,,,,,,,4.757300,0.343554,-0.343554,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h16m18.41s,19.0766985,-20d57m11.80s,-20.9532772,64.66920000,0.13825000,-0.13825000,13.6320000,0.0210000,-0.0210000,9.5570000,0.0230000,-0.0230000,12.7896000,0.0007030,-0.0007030,2023-03-15,2017-07,2023-03-15
TOI-2407 b,TOI-2407,TIC 153078576,Gaia DR2 4847001302277419904,0,1,1,Transit,2025,Transiting Exoplanet Survey Satellite (TESS),TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,2.70291867531,0.00010224027,-0.00010224027,0,,,,,3.79423915,0.52653366,-0.52653366,0,0.33849993,0.04697427,-0.04697427,0,,,,,,,,,,,,,,44.0592,,,0,657.10,,,0,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,3596.00,157.00,-157.00,0,0.524573,0.015622,-0.015622,0,,,,,,,,,,4.715970,0.008958,-0.008958,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h18m59.17s,49.7465450,-46d27m28.89s,-46.4580250,92.43660000,0.20610000,-0.20520000,14.6800000,0.1140000,-0.1140000,10.3240000,0.0220000,-0.0220000,13.6328000,0.0004140,-0.0004140,2025-07-29,2017-07,2022-08-09
TOI-904 b,TOI-904,TIC 261257684,Gaia DR2 4620844400530949376,1,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=HARRIS_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJ...959L...1H/abstract target=ref>Harris et al. 2023</a>,10.87720000000,0.00030000000,-0.00030000000,0,0.0560000000,0.0190000000,-0.0120000000,0,2.42600000,0.16300000,-0.15200000,0,0.21643360,0.01454191,-0.01356056,0,,,,,,,,,,,,,,,,,,429.43,32.61,-32.61,0,0,<a refstr=HARRIS_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJ...959L...1H/abstract target=ref>Harris et al. 2023</a>,,3770.20,70.00,-70.00,0,0.527000,0.021000,-0.021000,0,0.557000,0.028000,-0.028000,0,0.0220,0.0900,-0.0900,0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h57m29.11s,89.3712733,-83d07m47.02s,-83.1297264,46.08910000,0.03490000,-0.03490000,12.5880000,0.0690000,-0.0690000,8.7660000,0.0210000,-0.0210000,11.8559000,0.0004090,-0.0004090,2024-03-04,2023-12,2024-03-04
TOI-904 c,TOI-904,TIC 261257684,Gaia DR2 4620844400530949376,1,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=HARRIS_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJ...959L...1H/abstract target=ref>Harris et al. 2023</a>,83.99970000000,0.00060000000,-0.00070000000,0,0.3120000000,0.0230000000,-0.0580000000,0,2.16700000,0.13000000,-0.11800000,0,0.19332712,0.01159784,-0.01052727,0,,,,,,,,,,,,,,,,,,217.26,9.10,-9.10,0,0,<a refstr=HARRIS_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJ...959L...1H/abstract target=ref>Harris et al. 2023</a>,,3770.20,70.00,-70.00,0,0.527000,0.021000,-0.021000,0,0.557000,0.028000,-0.028000,0,0.0220,0.0900,-0.0900,0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h57m29.11s,89.3712733,-83d07m47.02s,-83.1297264,46.08910000,0.03490000,-0.03490000,12.5880000,0.0690000,-0.0690000,8.7660000,0.0210000,-0.0210000,11.8559000,0.0004090,-0.0004090,2024-03-04,2023-12,2024-03-04
TIC 46432937 b,TIC 46432937,TIC 46432937,Gaia DR2 2984391358868786816,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=HARTMAN_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240707187H/abstract target=ref>Hartman et al. 2024</a>,1.44044527000,0.00000008700,-0.00000008700,0,0.0206500000,0.0003500000,-0.0003500000,0,13.31626907,0.33626942,-0.33626942,0,1.18800000,0.03000000,-0.03000000,0,1017.05090240,34.96112477,-34.96112477,0,3.20000000,0.11000000,-0.11000000,0,Mass,0.009000,,,1,,,,,872.00,14.00,-14.00,0,0,<a refstr=HARTMAN_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240707187H/abstract target=ref>Hartman et al. 2024</a>,,3572.00,57.00,-57.00,0,0.529900,0.009100,-0.009100,0,0.563000,0.029000,-0.029000,0,0.3230,0.0810,-0.0810,0,[Fe/H],4.740000,0.010000,-0.010000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h35m28.56s,83.8689794,-14d35m49.89s,-14.5971909,90.53690000,0.20800000,-0.20700000,14.2680000,0.1370000,-0.1370000,10.1950000,0.0200000,-0.0200000,13.4330000,0.0003800,-0.0003800,2024-07-22,2024-07,2024-07-22
GJ 341 b,GJ 341,TIC 359271092,Gaia DR2 5299440441521812992,0,1,1,Transit,2025,Transiting Exoplanet Survey Satellite (TESS),TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,7.57683340000,0.00003520000,-0.00003520000,0,,,,,0.86788700,0.06698600,-0.06698600,0,0.07742783,0.00597610,-0.00597610,0,,,,,,,,,,,,,,26.1371,,,0,629.00,,,0,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,3766.00,95.00,-95.00,0,0.530000,0.020000,-0.020000,0,,,,,,,,,,4.759570,0.060823,-0.060823,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h21m35.85s,140.3993759,-60d16m52.21s,-60.2811692,10.45400000,0.00315000,-0.00315000,9.4900000,0.1000000,-0.1000000,5.5870000,0.0210000,-0.0210000,8.6753800,0.0005590,-0.0005590,2025-05-05,2017-07,2025-05-05
TOI-1695 b,TOI-1695,TIC 422756130,Gaia DR2 534988616816537728,0,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=KIEFER_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221106205K/abstract target=ref>Kiefer et al. 2022</a>,3.13427900000,0.00000720000,-0.00000720000,0,,,,,2.03000000,0.18000000,-0.18000000,0,0.18110478,0.01605855,-0.01605855,0,5.50000000,1.00000000,-1.00000000,0,0.01730494,0.00314635,-0.00314635,0,Mass,0.000000,,,0,27.0000,17.0000,-17.0000,0,590.00,90.00,-90.00,0,0,<a refstr=KIEFER_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221106205K/abstract target=ref>Kiefer et al. 2022</a>,,3650.00,40.00,-40.00,0,0.530000,0.020000,-0.020000,0,0.540000,0.030000,-0.030000,0,0.0000,0.1000,-0.1000,0,[Fe/H],4.720000,0.140000,-0.140000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h27m41.22s,21.9217346,+72d17m47.81s,72.2966148,45.13090000,0.06805000,-0.06805000,12.9890000,0.0810000,-0.0810000,8.8180000,0.0210000,-0.0210000,12.1364000,0.0004600,-0.0004600,2023-03-28,2022-11,2023-03-28
TOI-5634 A b,TOI-5634 A,TIC 119585136,Gaia DR2 3979511431397114752,0,2,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,2.20547760000,0.00078570000,-0.00078570000,0,,,,,9.67220000,0.79038500,-0.79038500,0,0.86289737,0.07051355,-0.07051355,0,,,,,,,,,,,,,,64.0804,,,0,788.00,,,0,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,3770.00,157.00,-157.00,0,0.530000,0.020000,-0.020000,0,,,,,,,,,,4.710000,0.010000,-0.010000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h42m34.47s,175.6436366,+20d57m55.05s,20.9652921,306.14400000,9.56600000,-9.56600000,16.8540000,0.3430000,-0.3430000,12.9130000,0.0330000,-0.0330000,15.9978000,0.0009980,-0.0009980,2025-05-05,2017-07,2025-05-05
TOI-904 b,TOI-904,TIC 261257684,Gaia DR2 4620844400530949376,0,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,10.87727481986,0.00001163724,-0.00001163724,0,,,,,2.30961300,0.41049486,-0.41049486,0,0.20605023,0.03662196,-0.03662196,0,,,,,,,,,,,,,,8.3169,,,0,433.12,,,0,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,3992.00,170.00,-170.00,0,0.532439,0.015794,-0.015794,0,,,,,,,,,,4.619290,0.240707,-0.240707,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h57m29.11s,89.3712733,-83d07m47.02s,-83.1297264,46.08910000,0.03490000,-0.03490000,12.5880000,0.0690000,-0.0690000,8.7660000,0.0210000,-0.0210000,11.8559000,0.0004090,-0.0004090,2024-08-16,2017-07,2024-08-16
TOI-904 c,TOI-904,TIC 261257684,Gaia DR2 4620844400530949376,0,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,83.99939906877,0.00025963466,-0.00025963466,0,,,,,2.34083410,0.32274127,-0.32274127,0,0.20883559,0.02879310,-0.02879310,0,,,,,,,,,,,,,,0.5449,,,0,219.12,,,0,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,3992.00,170.00,-170.00,0,0.532439,0.015794,-0.015794,0,,,,,,,,,,4.619290,0.240707,-0.240707,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h57m29.11s,89.3712733,-83d07m47.02s,-83.1297264,46.08910000,0.03490000,-0.03490000,12.5880000,0.0690000,-0.0690000,8.7660000,0.0210000,-0.0210000,11.8559000,0.0004090,-0.0004090,2024-08-16,2017-07,2024-08-16
