# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon Nov 17 10:16:43 2025
#
# User preference: *
#
# CONSTRAINT:  where (default_flag = 1
# CONSTRAINT:  and disc_facility like '%TESS%'
# CONSTRAINT:  and pl_controv_flag = 0
# CONSTRAINT:  and st_teff < 4200
# CONSTRAINT:  and st_rad in [0.1, 0.65])
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN gaia_dr3_id:    Gaia DR3 ID
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN soltype:        Solution Type
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_refname:     Planetary Parameter Reference
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth Flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth Flux]
# COLUMN pl_insollim:    Insolation Flux Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN st_refname:     Stellar Parameter Reference
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_meterr1:     Stellar Metallicity Upper Unc. [dex]
# COLUMN st_meterr2:     Stellar Metallicity Lower Unc. [dex]
# COLUMN st_metlim:      Stellar Metallicity Limit Flag
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
# COLUMN sy_refname:     System Parameter Reference
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_vmagerr1:    V (Johnson) Magnitude Upper Unc
# COLUMN sy_vmagerr2:    V (Johnson) Magnitude Lower Unc
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_kmagerr1:    Ks (2MASS) Magnitude Upper Unc
# COLUMN sy_kmagerr2:    Ks (2MASS) Magnitude Lower Unc
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN sy_gaiamagerr1: Gaia Magnitude Upper Unc
# COLUMN sy_gaiamagerr2: Gaia Magnitude Lower Unc
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_pubdate:     Planetary Parameter Reference Publication Date
# COLUMN releasedate:    Release Date
#
pl_name,hostname,gaia_dr3_id,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
TOI-672 b,TOI-672,Gaia DR3 5396580575830873728,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=MISTRY_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230109865M/abstract target=ref>Mistry et al. 2023</a>,3.63357500000,0.00000100000,-0.00000100000,0,,,,,5.26040000,0.08270000,-0.09850000,0,0.46930226,0.00737801,-0.00878760,0,,,,,,,,,,,,,,,,,,676.15,,,0,0,<a refstr=MISTRY_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230109865M/abstract target=ref>Mistry et al. 2023</a>,,3765.00,65.00,-65.00,0,0.544100,0.016300,-0.016300,0,0.539900,0.020400,-0.020400,0,-0.7100,0.6250,-0.6250,0,[Fe/H],4.699000,0.010000,-0.010000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h11m57.81s,167.9908627,-39d19m41.21s,-39.3281151,66.90710000,0.15285000,-0.15285000,13.5760000,0.0260000,-0.0260000,9.5070000,0.0240000,-0.0240000,12.7364000,0.0003780,-0.0003780,2023-05-26,2023-01,2023-05-26
TOI-1801 b,TOI-1801,Gaia DR3 3980045523465047168,1,2,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=MALLORQU_IACUTE_N_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv231010244M/abstract target=ref>Mallorqu&iacute;n et al. 2023</a>,10.64387000000,0.00005000000,-0.00006000000,0,,,,,2.07900000,0.12400000,-0.11000000,0,0.18600000,0.01100000,-0.01000000,0,5.73800000,1.45500000,-1.42800000,0,0.01805377,0.00457794,-0.00449299,0,Mass,0.000000,,,0,,,,,493.70,15.10,-14.30,0,0,<a refstr=MALLORQU_IACUTE_N_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv231010244M/abstract target=ref>Mallorqu&iacute;n et al. 2023</a>,M0.5+/-0.5 V,3863.00,77.00,-77.00,0,0.547000,0.025000,-0.023000,0,0.556000,0.042000,-0.035000,0,-0.1900,0.0400,-0.0400,0,[Fe/H],4.780000,0.050000,-0.050000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h42m18.14s,175.5755995,+23d01m37.32s,23.0270335,30.67960000,0.16770000,-0.16770000,11.5800000,0.1000000,-0.1000000,7.8050000,0.0240000,-0.0240000,10.8269000,0.0012320,-0.0012320,2023-10-21,2023-10,2023-10-21
TOI-776 b,TOI-776,Gaia DR3 3460438662009633408,1,1,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=FRIDLUND_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...684A..12F/abstract target=ref>Fridlund et al. 2024</a>,8.24662000000,0.00002400000,-0.00003100000,0,0.0653000000,0.0014000000,-0.0016000000,0,1.79800000,0.07800000,-0.07700000,0,0.16040709,0.00695871,-0.00686949,0,5.00000000,1.60000000,-1.60000000,0,0.01573176,0.00503416,-0.00503416,0,Mass,0.052000,0.037000,-0.035000,0,,,,,520.00,12.00,-12.00,0,0,<a refstr=FRIDLUND_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...684A..12F/abstract target=ref>Fridlund et al. 2024</a>,,3725.00,60.00,-60.00,0,0.547000,0.017000,-0.017000,0,0.542000,0.040000,-0.039000,0,-0.2100,0.0800,-0.0800,0,[Fe/H],4.800000,0.100000,-0.100000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h54m18.72s,178.5779970,-37d33m12.08s,-37.5533568,27.17010000,0.03205000,-0.03205000,11.5360000,0.0410000,-0.0410000,7.6150000,0.0200000,-0.0200000,10.7409000,0.0004780,-0.0004780,2024-06-10,2024-04,2024-06-10
TOI-776 c,TOI-776,Gaia DR3 3460438662009633408,1,1,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=FRIDLUND_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...684A..12F/abstract target=ref>Fridlund et al. 2024</a>,15.66532300000,0.00007500000,-0.00007000000,0,0.1001000000,0.0022000000,-0.0024000000,0,2.04700000,0.08100000,-0.07800000,0,0.18262142,0.00722635,-0.00695871,0,6.90000000,2.60000000,-2.50000000,0,0.02170983,0.00818051,-0.00786588,0,Mass,0.089000,0.048000,-0.054000,0,,,,,420.00,10.00,-10.00,0,0,<a refstr=FRIDLUND_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...684A..12F/abstract target=ref>Fridlund et al. 2024</a>,,3725.00,60.00,-60.00,0,0.547000,0.017000,-0.017000,0,0.542000,0.040000,-0.039000,0,-0.2100,0.0800,-0.0800,0,[Fe/H],4.800000,0.100000,-0.100000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h54m18.72s,178.5779970,-37d33m12.08s,-37.5533568,27.17010000,0.03205000,-0.03205000,11.5360000,0.0410000,-0.0410000,7.6150000,0.0200000,-0.0200000,10.7409000,0.0004780,-0.0004780,2024-06-10,2024-04,2024-06-10
TOI-1749 b,TOI-1749,Gaia DR3 2253774094189458432,1,1,3,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=FUKUI_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..167F/abstract target=ref>Fukui et al. 2021</a>,2.38839000000,0.00031000000,-0.00066000000,0,0.0291000000,0.0005000000,-0.0005000000,0,1.39000000,0.21000000,-0.19000000,0,0.12400771,0.01873498,-0.01695069,0,57.00000000,,,1,0.17934206,,,1,Mass,0.140000,,,1,,,,,831.00,18.00,-18.00,0,0,<a refstr=FUKUI_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..167F/abstract target=ref>Fukui et al. 2021</a>,M0 V,3985.00,55.00,-55.00,0,0.550000,0.030000,-0.030000,0,0.580000,0.030000,-0.030000,0,-0.2600,0.0800,-0.0800,0,[Fe/H],4.700000,0.050000,-0.050000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h50m56.93s,282.7372281,+64d25m10.08s,64.4194660,99.55610000,0.11720000,-0.11720000,13.8600000,0.0720000,-0.0720000,10.2700000,0.0190000,-0.0190000,13.1798000,0.0003280,-0.0003280,2021-07-26,2021-10,2021-07-26
TOI-1749 c,TOI-1749,Gaia DR3 2253774094189458432,1,1,3,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=FUKUI_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..167F/abstract target=ref>Fukui et al. 2021</a>,4.49290000000,0.00380000000,-0.00270000000,0,0.0443000000,0.0008000000,-0.0008000000,0,2.12000000,0.12000000,-0.12000000,0,0.18913406,0.01070570,-0.01070570,0,14.00000000,,,1,0.04404893,,,1,Mass,0.019000,,,1,,,,,673.00,15.00,-15.00,0,0,<a refstr=FUKUI_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..167F/abstract target=ref>Fukui et al. 2021</a>,M0 V,3985.00,55.00,-55.00,0,0.550000,0.030000,-0.030000,0,0.580000,0.030000,-0.030000,0,-0.2600,0.0800,-0.0800,0,[Fe/H],4.700000,0.050000,-0.050000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h50m56.93s,282.7372281,+64d25m10.08s,64.4194660,99.55610000,0.11720000,-0.11720000,13.8600000,0.0720000,-0.0720000,10.2700000,0.0190000,-0.0190000,13.1798000,0.0003280,-0.0003280,2021-07-26,2021-10,2021-07-26
TOI-1749 d,TOI-1749,Gaia DR3 2253774094189458432,1,1,3,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=FUKUI_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..167F/abstract target=ref>Fukui et al. 2021</a>,9.04970000000,0.00490000000,-0.00320000000,0,0.0707000000,0.0012000000,-0.0012000000,0,2.52000000,0.15000000,-0.15000000,0,0.22481973,0.01338213,-0.01338213,0,15.00000000,,,1,0.04719528,,,1,Mass,0.062000,,,1,,,,,533.00,12.00,-12.00,0,0,<a refstr=FUKUI_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..167F/abstract target=ref>Fukui et al. 2021</a>,M0 V,3985.00,55.00,-55.00,0,0.550000,0.030000,-0.030000,0,0.580000,0.030000,-0.030000,0,-0.2600,0.0800,-0.0800,0,[Fe/H],4.700000,0.050000,-0.050000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h50m56.93s,282.7372281,+64d25m10.08s,64.4194660,99.55610000,0.11720000,-0.11720000,13.8600000,0.0720000,-0.0720000,10.2700000,0.0190000,-0.0190000,13.1798000,0.0003280,-0.0003280,2021-07-26,2021-10,2021-07-26
TOI-620 b,TOI-620,Gaia DR3 5738284016370287616,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=REEFE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220403108R/abstract target=ref>Reefe et al. 2022</a>,5.09881790000,0.00000450000,-0.00000460000,0,0.0482500000,0.0006500000,-0.0006600000,0,3.76000000,0.15000000,-0.15000000,0,0.33544531,0.01338213,-0.01338213,0,,,,,,,,,,0.220000,0.280000,-0.120000,0,20.8000,1.3000,-3.5000,0,603.60,5.50,-5.30,0,0,<a refstr=REEFE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220403108R/abstract target=ref>Reefe et al. 2022</a>,M2.5 V,3708.00,57.00,-56.00,0,0.550000,0.017000,-0.017000,0,0.577000,0.024000,-0.023000,0,0.3500,0.1100,-0.1200,0,[Fe/H],4.718000,0.024000,-0.025000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h28m41.63s,142.1734459,-12d10m01.79s,-12.1671652,33.02310000,0.05860000,-0.05830000,12.2620000,0.0240000,-0.0240000,7.9540000,0.0270000,-0.0270000,11.3104000,0.0012900,-0.0012900,2022-04-12,2022-04,2022-04-12
TOI-1227 b,TOI-1227,Gaia DR3 5842480953772012928,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=MANN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163..156M/abstract target=ref>Mann et al. 2022</a>,27.36397000000,0.00011000000,-0.00011000000,0,0.0886000000,0.0054000000,-0.0057000000,0,9.57246952,0.75100171,-0.58286700,0,0.85400000,0.06700000,-0.05200000,0,,,,,,,,,,,,,,3.2100,0.3800,-0.3600,0,,,,,0,<a refstr=MANN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163..156M/abstract target=ref>Mann et al. 2022</a>,M4.5V-M5V,3072.00,74.00,-74.00,0,0.560000,0.030000,-0.030000,0,0.170000,0.015000,-0.015000,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h27m04.17s,186.7673635,-72d27m06.66s,-72.4518501,100.64100000,0.57300000,-0.56600000,16.9990000,1.1330000,-1.1330000,11.0340000,0.0210000,-0.0210000,15.2514000,0.0008480,-0.0008480,2022-03-28,2022-04,2022-03-28
TOI-2407 b,TOI-2407,Gaia DR3 4847001302277419904,1,1,1,Transit,2025,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=JAN_AMP_OACUTE__MU_AMP_NTILDE_OZ_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025MNRAS.tmp..932M/abstract target=ref>Jan&oacute; Mu&ntilde;oz et al. 2025</a>,2.70296900000,0.00000100000,-0.00000100000,0,0.0330000000,0.0010000000,-0.0010000000,0,4.26000000,0.26000000,-0.26000000,0,0.38005240,0.02319569,-0.02319569,0,,,,,,,,,,0.080000,0.070000,-0.040000,0,41.0000,4.0000,-4.0000,0,705.00,12.00,-12.00,0,0,<a refstr=JAN_AMP_OACUTE__MU_AMP_NTILDE_OZ_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025MNRAS.tmp..932M/abstract target=ref>Jan&oacute; Mu&ntilde;oz et al. 2025</a>,,3530.00,100.00,-100.00,0,0.567000,0.034000,-0.034000,0,0.548000,0.016000,-0.016000,0,0.2100,0.1600,-0.1600,0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h18m59.17s,49.7465450,-46d27m28.89s,-46.4580250,92.43660000,0.20610000,-0.20520000,14.6800000,0.1140000,-0.1140000,10.3240000,0.0220000,-0.0220000,13.6328000,0.0004140,-0.0004140,2025-06-26,2025-06,2025-06-26
Ross 176 b,Ross 176,Gaia DR3 2083391813854073856,1,1,1,Transit,2025,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=GERALD_AMP_IACUTE_A_GONZ_AMP_AACUTE_LEZ_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025arXiv250715763G target=ref>Gerald&iacute;a-Gonz&aacute;lez et al. 2025</a>,5.00663380000,0.00000800000,-0.00000700000,0,0.0464000000,0.0012000000,-0.0010000000,0,1.84000000,0.08000000,-0.08000000,0,0.16415409,0.00713713,-0.00713713,0,4.57000000,0.89000000,-0.93000000,0,0.01437883,0.00280025,-0.00292611,0,Mass,0.250000,0.040000,-0.040000,0,36.2000,1.7000,-1.7000,0,682.00,7.00,-8.00,0,0,<a refstr=GERALD_AMP_IACUTE_A_GONZ_AMP_AACUTE_LEZ_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025arXiv250715763G target=ref>Gerald&iacute;a-Gonz&aacute;lez et al. 2025</a>,K7 V,4041.00,69.00,-69.00,0,0.569000,0.020000,-0.020000,0,0.577000,0.024000,-0.024000,0,-0.1900,0.0200,-0.0200,0,[Fe/H],5.070000,0.040000,-0.040000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h22m45.54s,305.6897438,+47d18m31.03s,47.3086191,46.44880000,0.05100000,-0.05100000,11.5240000,0.1270000,-0.1270000,8.4190000,0.0160000,-0.0160000,11.2715000,0.0005560,-0.0005560,2025-08-14,2025-07,2025-08-14
TOI-5688 A b,TOI-5688 A,Gaia DR3 1363205856494897024,1,2,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=REJI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240901371R/abstract target=ref>Reji et al. 2024</a>,2.94815527000,0.00000452000,-0.00000448000,0,0.0337900000,0.0004600000,-0.0004500000,0,10.30000000,0.60000000,-0.70000000,0,0.92000000,0.05300000,-0.06200000,0,124.00000000,23.40000000,-24.40000000,0,0.39000000,0.07400000,-0.07700000,0,Mass,0.128000,0.078000,-0.077000,0,50.3000,5.0000,-5.0000,0,742.00,18.00,-18.00,0,0,<a refstr=REJI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240901371R/abstract target=ref>Reji et al. 2024</a>,,3713.00,59.00,-59.00,0,0.570000,0.020000,-0.020000,0,0.600000,0.020000,-0.020000,0,0.4700,0.1600,-0.1600,0,[Fe/H],4.690000,0.040000,-0.040000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h47m41.54s,266.9231001,+47d42m18.17s,47.7050486,226.31800000,2.00500000,-1.97100000,15.7800000,0.2000000,-0.2000000,11.9590000,0.0190000,-0.0190000,15.3240000,0.0006780,-0.0006780,2025-01-09,2024-09,2025-01-09
TOI-1278 b,TOI-1278,Gaia DR3 1867491607542113536,1,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=ARTIGAU_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..144A/abstract target=ref>Artigau et al. 2021</a>,14.47567000000,0.00021000000,-0.00021000000,0,0.0950000000,0.0010000000,-0.0010000000,0,12.21778896,2.69015537,-2.24179614,0,1.09000000,0.24000000,-0.20000000,0,5879.82552950,158.91420350,-158.91420350,0,18.50000000,0.50000000,-0.50000000,0,Mass,0.013000,0.004000,-0.004000,0,,,,,,,,,0,<a refstr=ARTIGAU_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..144A/abstract target=ref>Artigau et al. 2021</a>,M0 V,3799.00,42.00,-42.00,0,0.573000,0.012000,-0.012000,0,0.540000,0.020000,-0.020000,0,-0.0100,0.2800,-0.2800,0,[Fe/H],4.680000,0.100000,-0.100000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21h21m54.83s,320.4784442,+35d38m55.05s,35.6486250,75.57590000,0.15495000,-0.15495000,13.5020000,0.0930000,-0.0930000,9.7350000,0.0120000,-0.0120000,12.7543000,0.0002710,-0.0002710,2021-08-03,2021-10,2021-08-03
TOI-6223 b,TOI-6223,Gaia DR3 2872039996566868480,1,1,1,Transit,2025,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=YAL_AMP_CCEDIL__AMP_INODOT_NKAYA_ET__AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025arXiv250905038Y/abstract target=ref>Yal&ccedil;&inodot;nkaya et. al. 2025</a>,3.85521900000,0.00000400000,-0.00000400000,0,0.0401800000,0.0006100000,-0.0006200000,0,5.07000000,0.22000000,-0.22000000,0,0.45231588,0.01962712,-0.01962712,0,,,,,,,,,,,,,,,,,,714.00,14.00,-14.00,0,0,<a refstr=YAL_AMP_CCEDIL__AMP_INODOT_NKAYA_ET__AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025arXiv250905038Y/abstract target=ref>Yal&ccedil;&inodot;nkaya et. al. 2025</a>,M0 V,3895.00,44.00,-44.00,0,0.576000,0.022000,-0.022000,0,0.582000,0.027000,-0.027000,0,-0.1200,0.1400,-0.1500,0,[Fe/H],4.682000,0.025000,-0.024000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h43m48.14s,355.9505977,+33d04m02.05s,33.0672361,133.12200000,0.53500000,-0.53500000,14.2200000,0.1030000,-0.1030000,10.6890000,0.0210000,-0.0210000,13.6201000,0.0002850,-0.0002850,2025-10-02,2025-09,2025-10-02
