This file was produced by the Exoplanet Follow-up Observing Program website (exofop.ipac.caltech.edu) on Sun Aug 03 09:14:16 2025
Filter Values: disposition notContains F AND notContains EB; stellar_distance lessThan 300; stellar_teff lessThan 4200; stellar_radius lessThan 0.65; tfopwg_disposition notContains F AND notContains A

"TIC ID","TOI","CTOI","Master priority","SG1B priority","SG2 priority","SG3 priority","SG4 priority","SG5 priority","ESM","TSM","Predicted Mass (M_Earth)","Predicted RV Semi-amplitude (m/s)","Time Series Observations","Spectroscopy Observations","Imaging Observations","TESS Disposition","TFOPWG Disposition","View all TFOPWG Disposition","TESS mag","Pipeline Signal ID","Source","Detection","RA (deg)","Dec (deg)","PM RA (mas/yr)","PM Dec (mas/yr)","Transit Epoch (BJD)","Period (days)","Duration (hours)","Depth (mmag)","Depth (ppm)","Planet Radius (R_Earth)","Planet Insolation (Earth flux)","Planet Eq Temp (K)","Planet SNR","Stellar Distance (pc)","Stellar Teff (K)","Stellar log(g) (cm/s2)","Stellar Radius (R_Sun)","Stellar Metallicity","Stellar Mass (M_Sun)","Sectors","Comments","Date TOI Alerted (by TESS Project)","Date TOI Updated (by TESS Project)","Date Modified (by ExoFOP-TESS)"
"59128183","2453.01","","2","4","2","4","4","4","4.8","55.4","9.3","5.7","9","4","8","PC","PC","2453.01","12.4223","1","spoc-s01-s72-b0A-PC","SPOC","74.837485","12.936353","45.943","-22.082","2458441.995227","4.4414275451586","1.3934409739214","3.671449","3375.8183276576","3.001477659665","21.748958523446","550.7815270864","12.849735","81.9043","3609","4.73522","0.50249797105789","","0.500519","5,32,43,44,71","","2021-02-03","2024-11-15","2025-07-31"
"434260570","2455.01","","3","4","3","4","4","4","86.3","135.9","317","194.4","4","0","11","PC","PC","2455.01","12.986","1","spoc-s01-s72-b0A-PC","SPOC","64.243824","14.771562","16.36","-53.75","2459177.19495","4.720488987875","1.8316315662657","52.393727","47110.570638027","14.618634584204","18.2091901464","526.85657868304","94.224266","143.9793","3553","4.74625","0.48991599678993","","0.488002","5,32,43,44,70,71","EPIC 210463428.01; v-shaped; likely EB; Gaia DR3 RUWE ~ 7.8 and RV error ~5.7 km/s","2021-02-03","2024-11-18","2025-07-31"
"117799904","2457.01","","2","4","2","4","4","4","2.1","46.7","8.06","2.9","3","4","3","PC","PC","2457.01","10.8749","1","spoc","SPOC","70.167322","-12.890726","15.264","19.486","2459175.255066","14.199353753213","2.562966568929","2.020433","1859.1571503492","2.759106759355","9.8747938425686","452.11795958776","8.544865","61.425","4045","4.63657","0.631569","","0.63","32","potential L1","2021-02-03","2021-02-03","2025-07-31"
"179985715","249.01","","2","4","2","3","4","4","2.7","42","5.79","2.7","10","3","3","PC","PC","249.01","11.2738","1","spoc-s01-s69-b0A-PC","SPOC","14.080026","-38.949234","-71.222","-122.939","2458359.541515","6.6153187522423","2.3345844338121","1.457354","1341.3720224113","2.2695325037995","25.007801536853","570.34629946639","11.296264","70.6272","4157","4.59257","0.60341799259186","","0.63","2,29,69","","2018-11-29","2024-12-05","2025-07-31"
"33091590","2495.01","","2","2","2","4","4","4","1.3","50.1","4.25","2.8","11","2","10","PC","PC","2495.01","12.2285","1","spoc","SPOC","104.827007","-4.828274","7.278","-9.805","2459208.384505","7.7953849531374","1.6941572939831","3.02681","2783.9129229208","1.8939264376933","4.9263400140042","379.97134435189","7.411049","43.0789","3356","4.8711","0.352909","","0.337569","33","low SNR","2021-02-19","2021-02-18","2025-07-31"
"160328683","2496.01","","3","4","3","3","4","4","278.5","335.3","317","253.5","8","1","2","PC","PC","2496.01","14.1969","1","spoc","SPOC","91.196155","-32.580197","-8.134","10.201","2459175.520632","1.5746828107207","1.9286406390685","87.588194","77503.510076572","22.95761456156","71.496516339591","741.63628522731","47.27529","196.683","3273","4.66823","0.57996302843094","","0.571424","32,33","deep transit but Rp < 25 Re; possibly synchronized; likely EB","2021-02-19","2021-07-13","2025-07-31"
"322063810","253.01","","2","5","2","3","4","4","4","8.6","2.33","1.3","8","6","1","PC","PC","253.01","9.3626","1","spoc-s01-s69-b0A-PC","SPOC","14.318503","-51.585251","102.655","-141.13","2458355.622789","3.5104148387909","2.0000000000147","0.335358","308.82859853161","1.3286540007848","64.709885977104","723.37318918864","9.053127","30.8431","4020","4.438","0.63937097787857","","0.63","2,29,69","visual binary","2018-11-29","2024-12-05","2025-07-31"
"176772671","2603.01","","3","4","3","1","4","4","83.2","164.8","91.11","76.1","2","0","0","PC","PC","2603.01","13.8995","1","spoc-s01-s65-b0A-PC","SPOC","142.566679","-18.843066","","","2459255.821724","1.3326579267148","1.5960594832428","41.25634","37285.609077546","11.596832490388","195.70651442621","953.94002278524","46.25219","","3947","4.65587","0.59449100494385","","0.583571","35,62","possibly synchronized","2021-04-12","2025-07-09","2025-07-31"
"135036669","2640.01","TIC 135036669.01","3","3","3","3","4","4","56.7","182.5","43.07","71.6","5","0","2","PC","PC","2640.01","15.709","1","spoc-s01-s39-b0A-PC","SPOC","150.273202","-52.435796","-22.692","7.371","2459307.40102","0.91122060172355","2.0030820048376","80.016305","71047.563965129","7.3931802625611","40.935166928975","645.12502810762","12.526064","131.444","2999","4.95462","0.27490699291229","","0.24827","36,37","","2021-04-29","2022-03-22","2025-07-31"
"92359852","2690.01","","3","4","3","3","4","4","84.7","249.3","98.87","39.3","2","6","3","PC","PC","2690.01","10.732","1","qlp-s04-faintsearch","FAINT","52.231039","-19.974666","","","2459167.712302","4.1549988","2.873","15.120533","13830","","","","109","","","","","","","4,31","no radius; found in faint-star QLP search","2021-06-03","2024-08-22","2025-07-31"
"445145355","2738.01","","3","4","3","1","4","4","","","112.47","","1","0","0","PC","PC","2738.01","13.5607","1","qlp-s06-faintsearch","FAINT","100.781108","-17.9585","-7.441","-3.912","2458487.027945","1.5174038","1.635","15.549993","14220","","","","26","","","","","","","6","no radius; found in faint-star QLP search","2021-06-03","2024-08-22","2024-11-20"
"235300016","2750.01","","3","3","3","3","4","4","","","317","","1","1","1","PC","PC","2750.01","11.8145","1","qlp-s06-faintsearch","FAINT","103.285033","10.65591","-6.313","1.316","2459223.251021","6.8204309","3.723","13.72321","12560","","","","59","","","","","","","6,33","no radius; found in faint-star QLP search","2021-06-03","2024-08-22","2024-08-22"
"220459976","285.01","","3","5","3","3","4","4","0.5","23.2","10.21","2.8","0","0","3","PC","PC","285.01","12.1677","1","spoc","SPOC","74.697171","-56.393814","3.592","56.433","2458361.663925","32.332528","3.459632","2.636658","2425.505189","3.028709","2.7564163563954","328.62905210946","7.5875335","115.801","3891","4.64044","0.615038","","0.622424","2,3","possible single transit","2018-12-20","2018-12-20","2025-07-31"
"304025075","2951.01","","3","4","3","1","4","4","","","317","","1","0","0","PC","PC","2951.01","13.417","1","qlp-s38-tois","FAINT","140.738354","-68.83153","-4.069","10.284","2459359.206011","3.029136","2.829","20.263178","18490","","","","75","","","","","","","9,10,11,36,37,38","found in faint-star QLP search","2021-06-04","2024-08-22","2024-08-22"
"302527524","2952.01","","3","4","3","3","4","4","6.7","85","32.4","14.7","4","0","3","PC","PC","2952.01","12.6359","1","qlp-s38-tois","FAINT","134.192664","-68.510453","-84.529","52.272","2459351.667704","10.7844934","2.021","15.032459","13750","6.26037","3.24982","374","21","88.6944","3558","4.73","0.51","","0.50723","9,10,11,36,37,38","found in faint-star QLP search","2021-06-04","2024-08-22","2025-07-31"
"362607799","3088.01","","3","3","3","3","4","4","","","44.6","","0","0","1","PC","PC","3088.01","12.928","1","qlp-s36-tois","FAINT","145.38646","-50.939504","-7.49","5.922","2459990.863723","2.6337971","2.591","5.213172","4790","","163.704","996","15","","3946.9","","","","","9,10,36,62","found in faint-star QLP search; no stellar parameters; Gaia spectra suggest host is evolved; v-shaped; multiple stars in pixel","2021-06-04","2024-08-22","2024-08-22"
"229465678","3096.01","","3","3","3","1","4","4","","","317","","3","1","0","PC","PC","3096.01","13.151","1","qlp-s37-tois","FAINT","197.187667","-28.234466","-19.58","14.286","2459325.615815","4.4282303","2.577","18.815036","17180","","","","37","277.823","","","","","","10,37","found in faint-star QLP search; no stellar parameters","2021-06-04","2024-08-22","2024-08-22"
"395514100","3137.01","","3","3","3","3","4","4","176","396.6","317","140","2","0","1","PC","PC","3137.01","11.528","1","spoc-s01-s69-b0A-PC","FAINT","207.680537","-77.302536","","","2460069.638625","1.8823821","3.1478726132252","23.086093","21038.61199723","","1667.009353586","1629.6872158953","65.393036","","","","","","","11,12,39,65,66","found in faint-star QLP search; no stellar parameters; phase modulations and secondary in SPOC s1-s69","2021-06-04","2024-08-22","2025-07-31"
"296670796","3149.01","","3","4","3","1","4","4","","","120.75","","3","0","0","PC","PC","3149.01","13.4841","1","qlp-s38-tois","FAINT","223.977871","-61.063084","","","2459359.710881","1.1542402","3.377","16.916587","15460","","2852.28","2035","17","","4136.6","","","","","11,12,38","found in faint-star QLP search","2021-06-04","2024-08-22","2024-08-22"
"193782529","3333.01","","3","3","3","1","4","4","113.7","266.6","317","119.3","0","0","0","PC","PC","3333.01","13.334","1","qlp-s13-faintsearch","FAINT","270.881486","-35.447285","","","2458674.781485","3.9823479","4.463","35.345256","32030","","197.455","1044","11","","3986","","","","","13","found in faint-star QLP search","2021-06-04","2024-08-22","2025-07-31"
"154616309","3397.01","","3","4","3","3","4","4","16.4","69.1","37.27","21.6","6","0","2","PC","PC","3397.01","13.3153","1","qlp-s08-faintsearch","FAINT","122.217093","-28.937824","14.467","9.65","2459248.508703","3.6250244","2.209","12.42652","11380","6.80665","53.0463","751","15","180.84","3811","4.63","0.63","","0.610723","7,8,34","found in faint-star QLP search","2021-06-16","2024-08-22","2025-07-31"
"238012337","3410.01","","3","4","3","3","4","4","19.9","72.1","79.75","24.6","0","0","1","PC","PC","3410.01","11.581","1","qlp-s08-faintsearch","FAINT","102.595945","-48.534456","","","2459273.339931","3.9791023","4.47","4.351654","4000","","","","41","","","","","","","6,7,8,33,34,35","found in faint-star QLP search","2021-06-16","2024-08-22","2025-07-31"
"271486001","3428.01","","3","3","3","3","4","4","","","15.97","","0","0","1","PC","PC","3428.01","12.1927","1","qlp-s08-faintsearch","FAINT","125.654901","-29.187989","","","2459964.814156","5.3945125","7.126","1.553714","1430","","","","9","","","","","","","8,34,35,61","found in faint-star QLP search","2021-06-16","2024-08-22","2024-08-22"
"133849258","3432.01","","3","3","3","1","4","4","","","317","","1","0","0","PC","PC","3432.01","13.7942","1","spoc-s01-s65-b0A","FAINT","121.479826","-41.46259","","","2459969.264588","9.1480739852114","3.8870162922526","24.68195","22476.470319751","","136.32739479461","871.49627152423","13.114064","","3999","","","","","7,8,61,62","V-shaped; found in faint-star QLP search; no stellar parameters; Gaia DR2 color and parallax suggest host is a red giant","2021-06-16","2024-09-06","2024-09-06"
"292889298","3463.01","","3","3","3","1","4","4","","","64.93","","0","0","0","PC","PC","3463.01","13.5313","1","qlp-s12-faintsearch","FAINT","221.842017","-60.544822","0.342","-26.099","2458651.559857","2.2538878","3.664","8.119016","7450","","","","9","","","","","","","11,12","found in faint-star QLP search","2021-06-16","2024-08-22","2024-08-22"
"165827520","3494.01","","2","4","2","3","4","4","1.9","76.9","5.56","4.1","8","1","6","PC","PC","3494.01","12.295","1","spoc-s01-s39-b0A-PC","SPOC","204.391966","-37.183458","-206.489","-16.674","2459310.020628","7.7486119617927","1.3743368591708","5.578685","5124.9808086499","2.2168827605839","3.6244475271488","351.90886205388","10.69108","33.7173","3230","4.91717","0.30782100558281","","0.285561","11,37","potential L1 candidate","2021-06-21","2022-03-21","2025-07-31"
"289895191","3583.01","","3","3","3","2","4","4","","","71.07","","2","1","1","PC","PC","3583.01","12.066","1","spoc-s14-s60-b0A-PC","FAINT","315.8822","48.687895","-4.513","1.772","2460369.887951","5.2462501234691","5.7026620379292","9.033579","8285.7164802929","","286.12603058702","1048.9603973227","32.98919","","3882","","","","","15,16,55,56,76","found in faint-star QLP search; no stellar radius; host is likely red giant due to Gaia plx + Teff / log g","2021-06-23","2024-09-06","2024-09-07"
"315907220","3606.01","","3","4","3","3","4","4","","","119.19","","1","2","2","PC","PC","3606.01","12.6864","1","qlp-s57-tois","FAINT","321.24506","57.666632","-3.988","-0.37","2459866.950313","9.312167","4.867","16.658565","15226","","118.249","918","27","","3979","","","","","15,16,17,56,57","found in faint-star QLP search; no stellar radius; Rp likely too large for irradiation","2021-06-23","2024-08-22","2024-09-20"
"277505161","3607.01","","3","3","3","1","4","4","","","60.16","","2","0","0","PC","PC","3607.01","13.1142","1","qlp-s55-tois","FAINT","310.704952","58.514945","6.001","-16.685","2459821.520901","3.5884855","2.481","7.419155","6810","","","","19","","","","","","","15,16,17,55","found in faint-star QLP search; multiple stars in pixel; no stellar radius","2021-06-23","2024-08-22","2024-08-22"
"370123525","3661.01","","3","4","3","1","4","4","","","91.04","","8","0","0","PC","PC","3661.01","12.8309","1","qlp-s58-tois","FAINT","21.792202","58.96064","4.088","-9.506","2459906.755964","2.6480838","3.42","12.108079","11090","","714.28732044825","1318.52383449","26","","","","","","","18,58","found in faint-star QLP search; nearby neighbor TIC 626333269 ~1'' away(Tmag~14.37); no stellar radius; plx ~0.44 and brightness indicates likely giant host star","2021-06-23","2024-09-08","2024-10-02"
"175482273","369.01","","3","3","3","3","4","4","","","89.78","","4","1","1","PC","PC","369.01","9.1692","1","qlp-s69-ffi","QLP","351.229397","-38.160792","43.25","-2.91","2459108.378801","5.4640119","2.928","4.117308","3785","","","","92","126.36","","","","","","2,29,69","literature BEB at same period (Zhou+2019)","2018-12-20","2024-09-18","2024-09-19"
"356322454","3709.01","","3","3","3","3","4","4","","","89.39","","2","0","2","PC","PC","3709.01","13.3033","1","spoc-s59-b0A","FAINT","67.795335","59.159564","2.89","-5.533","2460288.729263","3.250984610538","2.2931884585587","11.847212","10852.369209038","","","","17.250647","","","","","","","19,59,73","found in faint-star QLP search; no stellar parameters","2021-06-23","2024-09-08","2024-09-08"
"87091417","3743.01","","3","3","3","2","4","4","","","39.89","","1","2","2","PC","PC","3743.01","12.7508","1","qlp-s19-faintsearch","FAINT","58.490945","58.748105","-1.38","3.165","2458840.233156","2.1186344","2.553","4.569695","4200","","236.176","1092","12","","3898","","","","","19","found in faint-star QLP search","2021-06-23","2024-08-22","2024-11-11"
"468777766","3750.01","","3","3","3","1","4","4","8.3","71.4","54.49","20.9","6","0","0","PC","PC","3750.01","12.9865","1","qlp-s19-faintsearch","FAINT","76.423773","67.820318","8.267","-20.118","2458826.425862","12.4844641","2.827","18.759802","17130","8.49489","7.652","463","27","156.504","3815","4.63","0.63","","0.611615","19","found in faint-star QLP search","2021-06-23","2024-08-22","2025-07-31"
"237077180","3971.01","","3","3","3","1","4","4","","","84.3","","2","1","0","PC","PC","3971.01","13.4642","1","qlp-s55-tois","FAINT","307.0945","61.93367","","","2459823.782533","3.2292942","2.47","11.054594","10130","","","","21","","","","","","","15,17,24,55","found in faint-star QLP search; two stars in pixel; no stellar parameters","2021-06-23","2024-08-22","2024-08-22"
"461491274","4016.01","","3","3","3","1","4","4","","","35.19","","1","0","0","PC","PC","4016.01","13.1216","1","qlp-s58-tois","FAINT","5.277959","66.832344","2.496","-0.106","2459909.097876","1.8137851","1.29","3.942945","3625","","95.2905","870","11","","4032.5","","","","","17,18,24,25,58","found in faint-star QLP search; no stellar radius; Gaia astrometry indicates host is likely part of binary","2021-06-23","2024-08-22","2024-08-22"
"461491274","4016.02","","3","3","3","1","4","4","","","","","1","0","0","PC","PC","4016.02","13.1216","2","spoc-s14-s78-b0A-PC","SPOC","5.277959","66.832344","2.496","-0.106","2459886.075235","4.3962008829032","3.9496948501284","4.833552","4441.9711317713","","362.17571070485","1112.6269618553","9.092153","","4032.5","","","","","58,78","potential multi; low SNR; no stellar radius","2025-07-17","2025-07-17","2025-07-22"
"387330895","4033.01","","3","3","3","1","4","4","","","112.47","","4","1","0","PC","PC","4033.01","13.2787","1","qlp-s58-tois","FAINT","310.100457","67.533801","-1.142","-5.368","2459905.03388","3.6142971","2.016","15.548892","14219","","","","44","","","","","","","15,16,17,18,24,25,52,56,57,58","V-shaped; found in faint-star QLP search; no stellar radius; Teff indicates K star; Gaia DR3 RV error is ~16 km/s","2021-06-23","2024-08-22","2024-08-22"
"648958344","4073.01","","3","3","3","3","4","4","8.9","80.6","5.8","4.2","0","2","2","PC","PC","4073.01","11.7332","1","qlp-s25-faintsearch","FAINT","46.566185","70.214692","-43.298","-79.102","2459004.435589","2.3079651","2.064","1.792944","1650","","","","9","59.7061","","","","","","18,25","found in faint-star QLP search","2021-06-23","2024-08-22","2025-07-31"
"952046774","4175.01","","3","3","3","3","4","4","34.6","254.6","9.25","4.9","1","2","1","PC","PC","4175.01","8.0935","1","qlp-s46-tois","QLP","198.540133","-16.559329","140.331","-140.138","2459578.454185","2.1632835","1.362","0.901535","830","","","","29","46.5528","","","","","","37,46","no stellar information; brighter of two real stars (TIC 952046774 and 952046773) which are phantom split with TIC 347752831","2021-06-29","2022-03-11","2025-07-31"
"408416746","4324.01","","2","2","2","4","4","4","1.8","12","1.51","1","5","3","5","PC","PC","4324.01","9.75311","1","spoc-s01-s65-b0A-PC","SPOC","145.646473","-19.235699","-474.872","-217.949","2458518.997987","6.2509468453558","1.1882968806557","0.836469","770.11955972988","1.1306823318135","8.7624100334126","438.80911736095","11.716725","17.038","3479","4.8309","0.39539700746536","","0.386274","8,35,62","potential L1 planet; low SNR","2021-07-27","2024-02-15","2025-07-31"
"202185707","4325.01","","2","2","2","4","4","4","11.4","89.7","6.36","5.9","15","2","6","PC","PC","4325.01","11.8206","1","spoc","SPOC","101.848588","6.128717","74.438","-169.751","2458469.368876","1.6500673350986","0.91986787096352","2.945833","2709.534957568","2.3990077840239","60.779052926319","712.12827820355","10.393739","51.0354","3896","4.70541","0.45404899120331","","0.450871","6,33","underlying SV at a much shorter period; signal could be linked to that","2021-07-27","2021-07-26","2025-07-31"
"140687214","4327.01","","1","1","1","3","4","4","25.1","104.8","11.63","11.6","4","0","1","PC","PC","4327.01","12.1285","1","qlp-s39-tois","SPOC","73.206864","-76.339681","6.697","80.118","2459387.017748","0.8303285","0.665","0.738552","680","3.44971","691.538","1428","19","84.4016","3672","4.68064","0.57","","0.558945","1,2,3,4,5,6,7,8,9,10,11,12,13,27,28,29,30,31,32,33,34,35,36,37,38,39","possible L1 planet; two stars in pixel","2021-07-27","2022-03-21","2025-07-31"
"313889049","4349.01","","2","2","2","4","4","4","0","8.4","6.11","0.6","0","1","4","PC","PC","4349.01","11.7463","1","spoc-s01-s36-b02-L1","SPOC","0.129574","-26.231082","278.218","105.663","2458355.68965","749.16052309336","4.9894210633253","1.902769","1750.9801690844","2.343895973601","0.033452048041182","109.07505170291","8.911839","72.4603","3851","4.71539","0.55816900730133","","0.59","2,29,69","two transits; actual period likely shorter than 749.2 days; another star in the pixel","2021-07-28","2024-12-05","2025-07-31"
"176797879","4353.01","","2","5","2","3","4","4","0","1.8","2.44","0.3","17","2","1","PC","PC","4353.01","10.3347","1","spoc","SPOC","48.583356","-34.032804","199.226","310.448","2458427.019739","718.18093170352","2.9233151374572","1.057617","973.62691558098","1.3653088808735","0.43125649749187","206.68247922677","7.295866","25.1426","3614","4.80335","0.42562299966812","","0.420079","4,31","period may be shorter than max period 718.181 days","2021-07-28","2021-10-04","2025-07-31"
"52307802","4360.01","","2","2","2","3","4","4","2.7","55.2","3.21","3.2","1","0","1","PC","PC","4360.01","12.747","1","spoc-s01-s69-b0A-PC","SPOC","21.71927","-68.634522","-122.555","-59.979","2458328.291306","3.0749507292699","1.2179384038823","2.15111","1979.2841400652","1.6050039011277","12.69737541278","481.44672812269","10.510859","43.2301","3246","4.91671","0.30824699997902","","0.286048","1,2,27,28,29,67,68,69","weak signal; possible odd-even","2021-08-06","2024-12-05","2025-07-31"
"4070275","4364.01","","2","4","2","3","4","4","3.2","56.9","5.04","3.1","11","4","5","PC","PC","4364.01","11.3993","1","spoc","SPOC","80.066927","-4.239248","64.29","43.813","2458439.340243","5.4240691498955","1.6875036540065","1.920039","1766.8589296481","2.0937070105766","13.332822374138","487.36043903527","9.643645","43.9662","3500","4.76752","0.46577700972557","","0.463239","5,32","weak signal","2021-08-06","2021-08-05","2025-07-31"
"66620917","4391.01","","3","3","3","1","4","4","","","18.21","","0","0","0","PC","PC","4391.01","7.301","1","qlp","QLP","236.069274","-54.320889","-18.4","-13.3","2459377.163409","5.2910096","4.122","1.814695","1670","","","","18","162.338","","","","","","12,39","known visual binary; variable star; no stellar radius/temperature; likely F star","2021-08-19","2021-08-19","2022-12-14"
"230129753","4459.01","","3","3","3","3","4","4","6.2","38.8","33.72","17.5","1","0","1","PC","PC","4459.01","14.3668","1","qlp-s56-tois","SPOC","251.827318","67.298053","-13.67","34.279","2459840.458684","5.7475343","1.846","12.986764","11890","6.43097","12.9407","528","16","254.968","3750","4.67041","0.58","","0.569246","40,41,47,48,49,50,51,52,53,54,55,56","faint target; small star","2021-09-09","2023-02-06","2025-07-31"
"275758701","4496.01","","3","3","3","3","4","4","","","36.96","","6","2","2","PC","PC","4496.01","9.159","1","qlp-s82-ffi","QLP","305.270928","43.675167","8.4","-2.1","2460559.123436","1.18803","1.322","4.177252","3840","","2072.9370108803","1720.9421672261","135","264.751","","","","","","14,15,41,55,56,76,81,82","Double star. No stellar parameters but stellar radius seems super-solar (1.5-2.5 Rs). Radius may still be planetary (radius ratio ~4%). Slight odd-even.","2021-10-07","2024-11-04","2024-11-08"
"434105094","4506.01","","2","2","2","3","4","4","3.8","174","9.22","11.9","1","3","2","PC","PC","4506.01","13.6343","1","spoc-s01-s69-b0A-PC","SPOC","354.410625","-12.84253","203.26","-319.09","2458357.518293","5.4107023577303","0.7211953949061","24.705982","22498.106636241","2.9859726283811","1.9002157581226","299.44735296497","12.349441","","2938","5.14513","0.18501299619675","","0.154449","2,29,42,69","v-shaped; flaring host","2021-10-21","2024-04-24","2025-07-31"
"170789802","4508.01","","2","4","2","3","4","4","5.9","99.2","5.13","4.7","8","1","1","PC","PC","4508.01","11.8371","1","spoc","SPOC","69.614731","-31.189335","86.8","20.513","2458438.012099","3.4672778935894","0.40559276880313","3.977881","3657.0603553388","2.113546581762","13.960616562441","492.99884218855","9.370191","33.4412","3383","4.89132","0.332563996315","","0.314054","5,32","potential L1 planet; low MES","2021-10-21","2021-10-21","2025-07-31"
"384888319","4529.01","","1","4","1","4","4","4","4","78.5","4.17","2.4","8","2","6","PC","PC","4529.01","10.1406","1","spoc-s01-s72-b0A-PC","SPOC/QLP","16.968846","12.880955","276.136","-22.641","2459448.511683","5.8795751937948","2.0778157272897","1.469737","1352.7622114228","1.8721218633817","14.608864796277","498.62479067857","16.776562","28.384","3611","4.74","0.49275898933411","","0.490854","42,43,70","potential L1 planet","2021-10-21","2024-11-18","2025-07-31"
"248250955","4552.01","","2","4","2","3","4","4","20.2","21.8","2.18","5.1","12","1","9","PC","PC","4552.01","11.9251","1","spoc","SPOC","264.714256","-47.637046","-134.727","-472.486","2459361.882335","0.3011505806372","0.64048413083924","1.583829","1457.6973975131","1.280112383378","263.51863287857","1027.5964180442","9.10204","27.2684","3304","4.96212","0.28617799282074","","0.260928","39","possible L1 planet","2021-10-28","2021-10-27","2025-07-31"
"107018378","4556.01","","2","2","2","3","4","4","2.2","73.3","3.06","3.8","11","1","2","PC","PC","4556.01","13.0454","1","spoc-s01-s65-b0A-PC","SPOC","182.925066","-32.53258","-265.946","-282.684","2458570.930851","3.7924559544461","1.2264922239434","3.864794","3553.2788818477","1.4571721377062","6.9862517092003","414.64917610102","9.44941","36.6717","3319","5.03236","0.21855300664902","","0.187676","10,37,63","small planet around M dwarf; low SNR","2021-10-28","2025-07-09","2025-07-31"
"381897917","4565.01","","1","4","1","3","4","4","0","17","5.82","0.6","9","4","5","PC","PC","4565.01","10.3154","1","spoc","SPOC","270.107996","-48.474637","27.384","-376.379","2458676.610066","692.51506457929","2.6383140728816","1.967269","1810.2811623608","2.2782015432651","0.17845282116676","165.76796426553","12.695424","33.2345","3614","4.71017","0.53124797344208","","0.528076","13,39","two transits 2 years apart; period likely shorter than 692 days; potential L1 candidate","2021-10-28","2021-10-27","2025-07-31"
"307849973","4567.01","","2","2","2","3","4","4","5.8","40.4","3.44","3.3","7","0","5","PC","PC","4567.01","11.9212","1","spoc-s01-s69-b0A-PC","SPOC","128.506585","-66.768549","63.377","-37.33","2458543.862361","0.84094286383014","1.1780505994394","0.596609","549.34659061997","1.6732084205533","331.56137977264","1088.3303342802","12.09812","91.313","3830","4.64404","0.60849797725678","","0.594967","9,11,35,36,37,38,62,63,64,65,69","potential multi","2021-10-28","2024-12-05","2025-07-31"
"307849973","4567.02","","2","2","2","3","4","4","0.4","20.2","5.97","1.9","7","0","5","PC","PC","4567.02","11.9212","2","spoc-s01-s69-b0A-PC","SPOC","128.506585","-66.768549","63.377","-37.33","2458548.589493","23.542242181309","3.2390849159197","1.534112","1411.9717255882","2.3109406579996","3.9005168671855","358.42664708329","11.51239","91.313","3830","4.64404","0.60849797725678","","0.594967","9,11,35,36,37,38,62,63,64,65,69","weak signal; possible multi; L1 candidate","2021-10-28","2024-02-15","2025-07-31"
"89256802","457.01","","2","4","2","3","4","4","58","145.7","46.35","44","6","0","6","PC","PC","457.01","13.741","1","spoc","UNKNOWN","58.725356","-26.423411","95.26","61.41","2458411.560535","1.1759834492408","0.99283379836871","16.27879","14881.479612267","7.7193558593084","82.500461978413","768.65922674896","19.41962","","3054","5.08962","0.51288098096848","","0.51064","4,31","v-shaped","2019-02-08","2021-07-15","2025-07-31"
"154940895","4572.01","","1","1","2","3","4","4","0.5","22.8","3.1","1.4","2","6","2","PC","PC","4572.01","11.9212","1","spoc-s14-s55-b0A-PC","SPOC","210.048871","88.612103","111.901","91.802","2458822.701914","13.475546134167","2.2763947664642","1.184199","1090.0934413519","1.5718719069655","5.0549515879308","382.42739899323","9.094992","61.7358","3710","4.7642","0.46952399611473","","0.467145","19,20,25,26,40,47,52,53","potential L1 planet; period updated to ~13.5 days with spoc-s14-s50 multisector","2021-11-01","2023-03-09","2025-07-31"
"298428237","4574.01","","2","2","2","4","4","4","11.4","69.7","4.77","5","3","3","5","PC","PC","4574.01","11.7495","1","qlp-s55-tois","SPOC","312.065404","24.484549","52.78","4.55","2459823.526701","0.768988","0.512","0.945002","870","2.01326","70.4453","807","11","69.81","3734","4.69992","0.54","","0.538988","14,15,41,55","some centroid variation between sectors but not centered on another star","2021-11-01","2022-12-07","2025-07-31"
"258796169","4616.01","","2","4","2","4","4","4","5.1","15.5","2.14","4","5","3","4","PC","PC","4616.01","12.8872","1","spoc-s01-s72-b0A-PC","SPOC","14.818088","13.860795","31.563","178.888","2458765.025928","1.5538187751544","0.92393595371845","3.752214","3449.9519182306","1.2643202222904","17.981488557492","525.2017443179","11.832472","28.1016","3244","5.07736","0.19272899627685","","0.161878","17,42,43,70","potential L1 planet; small M dwarf; somewhat V-shaped","2021-11-09","2024-11-18","2025-07-31"
"336961891","4642.01","","2","4","2","4","4","4","2.1","12.4","1.69","2","12","1","4","PC","PC","4642.01","11.9847","1","spoc","SPOC","30.884661","6.81587","92.162","-122.045","2459449.129554","3.6022377377783","1.0325520008965","2.42388","2229.9856882238","1.1671855452263","7.9279120720224","427.96618540398","7.1671104","23.651","3266","4.99716","0.24209100008011","","0.21235","42,43","low SNR","2021-11-19","2021-11-18","2025-07-31"
